201802,28
201803,34
201804,28
201805,27
201806,29
201807,18
201808,16
201809,12
201810,19
201811,33
201812,26
201901,37
201902,36
201903,47
201904,22
201905,31
201906,21
201907,19
201908,17
201909,24
201910,16
201911,22
201912,30
202001,30
202002,28
202003,25
202004,21
202005,20
